category,mechanism,word1,word2,word3,word4,answer,coherence_score,hypernym_depth,bucket_size
yellow,wordnet_easy_hypernym,orthodontist,pathologist,veterinarian,veterinary,medical practitioner,0.4051,7,20
yellow,wordnet_easy_hypernym,gourd,grape,legume,pea,vine,0.3976,8,13
yellow,wordnet_easy_hypernym,brigadier,captain,colonel,commander,commissioned officer,0.4566,8,11
yellow,wordnet_easy_hypernym,fig,peach,pear,strawberry,edible fruit,0.5699,6,22
yellow,wordnet_easy_hypernym,breakfast,refreshment,snack,tea,meal,0.4200,6,16
yellow,wordnet_easy_hypernym,diaphragm,muscle,nasal,posterior,animal tissue,0.3697,6,59
yellow,wordnet_easy_hypernym,altar,couch,divan,sofa,furniture,0.4310,7,49
yellow,wordnet_easy_hypernym,dog,hound,husky,poodle,domestic animal,0.4766,7,15
yellow,wordnet_easy_hypernym,diplomat,judge,minister,prosecutor,official,0.3557,6,33
yellow,wordnet_easy_hypernym,cheekbone,jaw,marrow,skull,connective tissue,0.4268,7,32
yellow,wordnet_easy_hypernym,artillery,cannon,mortar,munition,armament,0.4120,7,7
yellow,wordnet_easy_hypernym,artery,expressway,freeway,interstate,road,0.4694,6,25
yellow,wordnet_easy_hypernym,bean,pea,potato,squash,vine,0.4572,8,13
yellow,wordnet_easy_hypernym,avocado,berry,fig,sloe,edible fruit,0.4477,6,22
yellow,wordnet_easy_hypernym,dentist,orthodontist,quack,veterinarian,health professional,0.4138,6,25
yellow,wordnet_easy_hypernym,calorimeter,gauge,measure,pyrometer,measuring instrument,0.3623,8,31
yellow,wordnet_easy_hypernym,grinder,skull,teeth,tooth,bone,0.3807,8,23
yellow,wordnet_easy_hypernym,convent,hall,mansion,palace,dwelling,0.4019,7,16
yellow,wordnet_easy_hypernym,batter,lefthander,southpaw,twirler,ballplayer,0.4489,6,16
yellow,wordnet_easy_hypernym,diamond,gem,jewel,ring,jewelry,0.3684,7,17
yellow,wordnet_easy_hypernym,horn,sax,whistle,woodwind,wind instrument,0.4551,8,13
yellow,wordnet_easy_hypernym,fennel,mushroom,onion,pepper,vegetable,0.4906,6,26
yellow,wordnet_easy_hypernym,brigadier,lieutenant,marshal,sergeant,military officer,0.4553,7,15
yellow,wordnet_easy_hypernym,aide,brigadier,colonel,marshal,military officer,0.3610,7,15
yellow,wordnet_easy_hypernym,cabin,cottage,farmhouse,manor,house,0.4733,7,14
yellow,wordnet_easy_hypernym,lecturer,master,professor,teacher,educator,0.4009,6,19
yellow,wordnet_easy_hypernym,assassin,burglar,rustler,thief,criminal,0.4100,7,37
yellow,wordnet_easy_hypernym,hitter,outfielder,southpaw,twirler,ballplayer,0.4021,6,16
yellow,wordnet_easy_hypernym,diagnostician,pathologist,specialist,veterinarian,medical practitioner,0.3571,7,20
yellow,wordnet_easy_hypernym,bed,convertible,dresser,sofa,furniture,0.3604,7,49
yellow,wordnet_easy_hypernym,dentist,orthodontist,resident,veterinarian,medical practitioner,0.4496,7,20
yellow,wordnet_easy_hypernym,coconut,flaxseed,pineapple,sloe,fruit,0.3662,8,49
yellow,wordnet_easy_hypernym,chancellor,dean,director,executive,administrator,0.4295,6,9
yellow,wordnet_easy_hypernym,boiler,samovar,saucepan,skillet,utensil,0.3657,7,14
yellow,wordnet_easy_hypernym,acrylic,latex,varnish,watercolor,coating,0.4249,6,17
yellow,wordnet_easy_hypernym,horn,pipe,trumpet,whistle,wind instrument,0.3654,8,13
yellow,wordnet_easy_hypernym,ghoul,parolee,robber,thief,criminal,0.3739,7,37
yellow,wordnet_easy_hypernym,colt,filly,kitten,lamb,young,0.3725,7,16
yellow,wordnet_easy_hypernym,bone,jaw,posterior,skull,connective tissue,0.4664,7,32
yellow,wordnet_easy_hypernym,dressing,mayonnaise,olive,sauce,condiment,0.3569,8,14
yellow,wordnet_easy_hypernym,berry,coconut,coffee,peanut,fruit,0.3752,8,49
yellow,wordnet_easy_hypernym,catsup,mayonnaise,relish,vinegar,condiment,0.3795,8,14
yellow,wordnet_easy_hypernym,fur,lingerie,overcoat,underwear,garment,0.3772,7,69
yellow,wordnet_easy_hypernym,abode,convent,dormitory,residence,housing,0.3777,6,34
yellow,wordnet_easy_hypernym,archbishop,cardinal,deacon,divine,clergyman,0.3592,6,26
yellow,wordnet_easy_hypernym,cattleman,cowman,shepherd,wrangler,laborer,0.3796,7,21
yellow,wordnet_easy_hypernym,bouffant,coat,mane,wool,hair,0.3584,7,26
yellow,wordnet_easy_hypernym,boa,pant,poncho,undershirt,garment,0.3730,7,69
yellow,wordnet_easy_hypernym,cape,poncho,robe,scarf,garment,0.5016,7,69
yellow,wordnet_easy_hypernym,cattleman,cowboy,cowman,hostler,workman,0.3963,6,26
yellow,wordnet_easy_hypernym,bean,berry,corn,orange,fruit,0.3962,8,49
yellow,wordnet_easy_hypernym,chemist,diagnostician,physician,surgeon,health professional,0.3835,6,25
yellow,wordnet_easy_hypernym,catcher,fielder,lefthander,slugger,ballplayer,0.5086,6,16
yellow,wordnet_easy_hypernym,convent,farmhouse,lodge,villa,house,0.4101,7,14
yellow,wordnet_easy_hypernym,closet,compartment,den,vestibule,room,0.3819,7,69
yellow,wordnet_easy_hypernym,adhesion,bone,spleen,tendon,animal tissue,0.3584,6,59
yellow,wordnet_easy_hypernym,marshal,matron,officer,policeman,lawman,0.3512,6,22
yellow,wordnet_easy_hypernym,arm,forefinger,leg,toe,extremity,0.3770,6,17
yellow,wordnet_easy_hypernym,diplomat,jurist,magistrate,prosecutor,official,0.4027,6,33
yellow,wordnet_easy_hypernym,earring,emerald,gem,necklace,jewelry,0.4206,7,17
yellow,wordnet_easy_hypernym,batter,catcher,outfielder,pitcher,ballplayer,0.5763,6,16
yellow,wordnet_easy_hypernym,chow,collie,husky,puppy,dog,0.4126,8,11
yellow,wordnet_easy_hypernym,hall,mansion,residence,villa,dwelling,0.4372,7,16
yellow,wordnet_easy_hypernym,cab,coupe,cruiser,sedan,wheeled vehicle,0.4728,7,55
yellow,wordnet_easy_hypernym,chaplain,deacon,father,priest,clergyman,0.4226,6,26
yellow,wordnet_easy_hypernym,fullback,quarterback,receiver,tackle,football player,0.4485,6,10
yellow,wordnet_easy_hypernym,coffeepot,crackle,saucepan,skillet,utensil,0.3986,7,14
yellow,wordnet_easy_hypernym,detective,marshal,officer,trooper,lawman,0.4142,6,22
yellow,wordnet_easy_hypernym,forehead,posterior,skin,skull,connective tissue,0.4119,7,32
yellow,wordnet_easy_hypernym,buckboard,cab,limousine,taxi,wheeled vehicle,0.4652,7,55
yellow,wordnet_easy_hypernym,gravy,mayonnaise,mustard,vinegar,condiment,0.4965,8,14
yellow,wordnet_easy_hypernym,avocado,lime,orange,peach,edible fruit,0.4494,6,22
yellow,wordnet_easy_hypernym,cottage,hall,house,monastery,dwelling,0.3617,7,16
yellow,wordnet_easy_hypernym,almond,corn,pear,pineapple,fruit,0.4865,8,49
yellow,wordnet_easy_hypernym,shawl,sweater,sweatshirt,teddy,garment,0.4642,7,69
yellow,wordnet_easy_hypernym,artery,expressway,roadway,trail,road,0.3778,6,25
yellow,wordnet_easy_hypernym,skin,teeth,tendon,tooth,connective tissue,0.4066,7,32
yellow,wordnet_easy_hypernym,brigadier,captain,lieutenant,marshal,commissioned officer,0.3561,8,11
yellow,wordnet_easy_hypernym,castle,cathedral,chapel,shrine,building,0.4818,6,69
yellow,wordnet_easy_hypernym,convent,lodge,manor,mansion,house,0.3837,7,14
yellow,wordnet_easy_hypernym,avocado,delicious,orange,pear,edible fruit,0.3943,6,22
yellow,wordnet_easy_hypernym,bootlegger,henchman,racketeer,rustler,criminal,0.3581,7,37
yellow,wordnet_easy_hypernym,cortex,epiphysis,posterior,tooth,animal tissue,0.3722,6,59
yellow,wordnet_easy_hypernym,boa,raincoat,scarf,tweed,garment,0.3768,7,69
yellow,wordnet_easy_hypernym,kettle,mixer,saucepan,skillet,utensil,0.4186,7,14
yellow,wordnet_easy_hypernym,catcher,hitter,lefthander,outfielder,ballplayer,0.5797,6,16
yellow,wordnet_easy_hypernym,farmhouse,hall,manor,monastery,house,0.3778,7,14
yellow,wordnet_easy_hypernym,hovel,hut,refuge,tent,shelter,0.3527,6,14
yellow,wordnet_easy_hypernym,beet,fennel,pepper,soybean,vegetable,0.3832,6,26
yellow,wordnet_easy_hypernym,flannel,greatcoat,raincoat,robe,garment,0.4392,7,69
yellow,wordnet_easy_hypernym,calf,colt,kitten,pup,young,0.4183,7,16
yellow,wordnet_easy_hypernym,chariot,coupe,truck,van,wheeled vehicle,0.3729,7,55
yellow,wordnet_easy_hypernym,amplifier,detector,radio,stereo,electronic equipment,0.3608,7,21
yellow,wordnet_easy_hypernym,cortex,intima,parenchyma,tusk,animal tissue,0.3897,6,59
yellow,wordnet_easy_hypernym,boss,chief,director,superintendent,supervisor,0.4155,6,8
yellow,wordnet_easy_hypernym,amplifier,phone,stereo,transmitter,electronic equipment,0.3828,7,21
yellow,wordnet_easy_hypernym,crossing,crossroad,interchange,intersection,junction,0.3643,6,8
yellow,wordnet_easy_hypernym,boiler,coffeepot,kettle,samovar,kitchen utensil,0.3680,8,10
yellow,wordnet_easy_hypernym,pathologist,physician,resident,veterinarian,medical practitioner,0.3713,7,20
yellow,wordnet_easy_hypernym,bead,earring,necklace,pin,jewelry,0.3535,7,17
yellow,wordnet_easy_hypernym,churchman,deacon,diocesan,preacher,clergyman,0.3954,6,26
yellow,wordnet_easy_hypernym,baritone,soprano,tenor,voice,singer,0.5365,7,13
yellow,wordnet_easy_hypernym,baby,foal,kitten,lamb,young mammal,0.3984,8,12
yellow,wordnet_easy_hypernym,castle,cottage,farmhouse,monastery,dwelling,0.5147,7,16
yellow,wordnet_easy_hypernym,fielder,pitcher,slugger,southpaw,ballplayer,0.4851,6,16
yellow,wordnet_easy_hypernym,diagnostician,doctor,matron,surgeon,health professional,0.3950,6,25
yellow,wordnet_easy_hypernym,cheekbone,jaw,skullcap,tooth,bone,0.3573,8,23
yellow,wordnet_easy_hypernym,husky,poodle,puppy,terrier,dog,0.5398,8,11
yellow,wordnet_easy_hypernym,celery,legume,pea,spinach,vegetable,0.4673,6,26
yellow,wordnet_easy_hypernym,captain,officer,patrolman,warden,lawman,0.3539,6,22
yellow,wordnet_easy_hypernym,apple,banana,corn,legume,fruit,0.4215,8,49
yellow,wordnet_easy_hypernym,corner,interchange,intersection,roundabout,junction,0.4237,6,8
yellow,wordnet_easy_hypernym,book,magazine,periodical,reprint,publication,0.3834,8,56
yellow,wordnet_easy_hypernym,locomotive,pickup,trailer,van,wheeled vehicle,0.3949,7,55
yellow,wordnet_easy_hypernym,doctor,pathologist,psychiatrist,veterinarian,health professional,0.4790,6,25
yellow,wordnet_easy_hypernym,alto,bass,singer,vocalist,musician,0.4480,6,24
yellow,wordnet_easy_hypernym,biscuit,bun,cracker,hardtack,bread,0.3642,6,9
yellow,wordnet_easy_hypernym,apothecary,matron,nurse,surgeon,health professional,0.3785,6,25
yellow,wordnet_easy_hypernym,jacket,laundry,poncho,raincoat,garment,0.3628,7,69
yellow,wordnet_easy_hypernym,baritone,sax,saxophone,woodwind,wind instrument,0.5993,8,13
yellow,wordnet_easy_hypernym,cartilage,epiphysis,parenchyma,rib,animal tissue,0.4544,6,59
yellow,wordnet_easy_hypernym,artery,bypass,roadway,thoroughfare,road,0.4134,6,25
yellow,wordnet_easy_hypernym,governess,headmaster,lecturer,professor,educator,0.3704,6,19
yellow,wordnet_easy_hypernym,avocado,delicious,fig,peach,edible fruit,0.4434,6,22
yellow,wordnet_easy_hypernym,castle,convent,mansion,palace,house,0.5030,7,14
yellow,wordnet_easy_hypernym,boiler,coffeepot,kettle,samovar,utensil,0.3680,7,14
yellow,wordnet_easy_hypernym,necktie,overcoat,pant,turtleneck,garment,0.4555,7,69
yellow,wordnet_easy_hypernym,coach,instructor,teacher,tutor,educator,0.4423,6,19
yellow,wordnet_easy_hypernym,baby,chick,foal,puppy,young,0.4448,7,16
yellow,wordnet_easy_hypernym,nasal,posterior,teeth,tooth,bone,0.3981,8,23
yellow,wordnet_easy_hypernym,brothel,castle,farmhouse,teahouse,building,0.3589,6,69
yellow,wordnet_easy_hypernym,bell,fiddle,guitar,violin,musical instrument,0.3697,7,27
yellow,wordnet_easy_hypernym,matron,patrolman,sergeant,warden,lawman,0.3960,6,22
yellow,wordnet_easy_hypernym,finger,leg,pin,thumb,extremity,0.3616,6,17
yellow,wordnet_easy_hypernym,cabin,cottage,monastery,residence,dwelling,0.3649,7,16
yellow,wordnet_easy_hypernym,diagnostician,pathologist,physician,veterinary,health professional,0.3530,6,25
yellow,wordnet_easy_hypernym,china,coffeepot,porcelain,pottery,utensil,0.5006,7,14
yellow,wordnet_easy_hypernym,dormitory,dwelling,farmhouse,mansion,housing,0.3811,6,34
yellow,wordnet_easy_hypernym,doctor,pathologist,psychiatrist,quack,medical practitioner,0.3800,7,20
yellow,wordnet_easy_hypernym,libertarian,moralist,realist,utilitarian,philosopher,0.3860,6,11
yellow,wordnet_easy_hypernym,bayonet,carbine,handgun,musket,weapon,0.4176,8,40
yellow,wordnet_easy_hypernym,accelerometer,calorimeter,interferometer,synchronizer,measuring instrument,0.3671,8,31
yellow,wordnet_easy_hypernym,cabin,galley,lavatory,vestibule,room,0.4329,7,69
yellow,wordnet_easy_hypernym,castle,cottage,lodge,palace,house,0.4296,7,14
yellow,wordnet_easy_hypernym,baker,dealer,draper,jeweler,merchant,0.3511,6,15
yellow,wordnet_easy_hypernym,barbecue,lunch,snack,tea,meal,0.3822,6,16
yellow,wordnet_easy_hypernym,batter,catcher,hitter,twirler,ballplayer,0.4133,6,16
yellow,wordnet_easy_hypernym,gunman,hijacker,parolee,robber,criminal,0.4261,7,37
yellow,wordnet_easy_hypernym,arrow,bullet,gun,lance,weapon,0.3527,8,40
yellow,wordnet_easy_hypernym,catsup,mustard,olive,vinegar,condiment,0.3816,8,14
yellow,wordnet_easy_hypernym,guitar,sax,tambourine,wood,musical instrument,0.4358,7,27
yellow,wordnet_easy_hypernym,brigadier,commander,general,lieutenant,commissioned officer,0.3714,8,11
yellow,wordnet_easy_hypernym,chisel,scoop,shovel,spade,tool,0.3528,7,50
yellow,wordnet_easy_hypernym,baby,kit,kitten,pup,young mammal,0.3952,8,12
yellow,wordnet_easy_hypernym,rib,skull,teeth,tusk,bone,0.3867,8,23
yellow,wordnet_easy_hypernym,captain,colonel,corporal,lieutenant,military officer,0.5044,7,15
yellow,wordnet_easy_hypernym,chemist,doctor,surgeon,veterinarian,health professional,0.4600,6,25
yellow,wordnet_easy_hypernym,cheekbone,epiphysis,skull,tooth,bone,0.4006,8,23
yellow,wordnet_easy_hypernym,collie,dog,poodle,queen,domestic animal,0.4356,7,15
yellow,wordnet_easy_hypernym,horn,saxophone,trumpet,woodwind,musical instrument,0.5928,7,27
yellow,wordnet_easy_hypernym,boulevard,expressway,parkway,roadway,road,0.5872,6,25
yellow,wordnet_easy_hypernym,buffet,feast,picnic,supper,meal,0.4997,6,16
yellow,wordnet_easy_hypernym,beard,curl,haircut,stubble,hair,0.3571,7,26
yellow,wordnet_easy_hypernym,church,farmhouse,inn,nursery,building,0.3554,6,69
yellow,wordnet_easy_hypernym,fielder,hitter,pitcher,runner,ballplayer,0.4478,6,16
yellow,wordnet_easy_hypernym,captain,commander,lieutenant,marshal,military officer,0.4433,7,15
yellow,wordnet_easy_hypernym,caliper,calorimeter,manometer,thermometer,measuring instrument,0.3900,8,31
yellow,wordnet_easy_hypernym,drummer,singer,tenor,vocalist,musician,0.5137,6,24
yellow,wordnet_easy_hypernym,grocer,jeweler,retailer,seller,merchant,0.4194,6,15
yellow,wordnet_easy_hypernym,forehead,mucosa,scalp,teeth,animal tissue,0.3601,6,59
yellow,wordnet_easy_hypernym,castle,house,palace,suite,housing,0.3605,6,34
yellow,wordnet_easy_hypernym,audio,disc,disk,recording,memory device,0.3879,7,17
yellow,wordnet_easy_hypernym,bone,pleura,posterior,spleen,animal tissue,0.3723,6,59
yellow,wordnet_easy_hypernym,almond,olive,orange,rye,fruit,0.3761,8,49
yellow,wordnet_easy_hypernym,canvas,engraving,painting,picture,graphic art,0.3707,7,15
yellow,wordnet_easy_hypernym,fin,moccasin,sandal,sneaker,shoe,0.3554,7,8
yellow,wordnet_easy_hypernym,adrenal,breast,epiphysis,thyroid,gland,0.3829,6,12
yellow,wordnet_easy_hypernym,redcoat,rifleman,soldier,trooper,enlisted person,0.3941,7,14
yellow,wordnet_easy_hypernym,bug,germ,vector,virus,microorganism,0.4295,6,11
yellow,wordnet_easy_hypernym,bell,horn,piano,saxophone,musical instrument,0.4142,7,27
yellow,wordnet_easy_hypernym,bathrobe,jacket,napkin,pajama,garment,0.3517,7,69
yellow,wordnet_easy_hypernym,chow,collie,hound,poodle,dog,0.4240,8,11
yellow,wordnet_easy_hypernym,balustrade,fender,railing,wall,barrier,0.3826,7,29
yellow,wordnet_easy_hypernym,cheekbone,posterior,shin,skull,connective tissue,0.3889,7,32
yellow,wordnet_easy_hypernym,posterior,rib,shin,skin,animal tissue,0.3502,6,59
yellow,wordnet_easy_hypernym,automatic,bayonet,carbine,rifle,weapon,0.3966,8,40
yellow,wordnet_easy_hypernym,ear,nose,nozzle,trunk,sense organ,0.3565,6,6
yellow,wordnet_easy_hypernym,cabin,mansion,palace,villa,house,0.4685,7,14
yellow,wordnet_easy_hypernym,assassin,ghoul,murderer,robber,criminal,0.3912,7,37
yellow,wordnet_easy_hypernym,archbishop,cardinal,diocesan,vicar,clergyman,0.5042,6,26
yellow,wordnet_easy_hypernym,booklet,brochure,leaflet,reprint,publication,0.4777,8,56
yellow,wordnet_easy_hypernym,anterior,cheekbone,jaw,scalp,connective tissue,0.3610,7,32
yellow,wordnet_easy_hypernym,deputy,detective,investigator,marshal,lawman,0.3955,6,22
yellow,wordnet_easy_hypernym,forearm,forefinger,leg,thigh,extremity,0.5167,6,17
yellow,wordnet_easy_hypernym,delicious,grapefruit,pear,pineapple,edible fruit,0.4815,6,22
yellow,wordnet_easy_hypernym,baby,calf,colt,filly,young,0.3662,7,16
yellow,wordnet_easy_hypernym,nurse,pathologist,psychiatrist,resident,health professional,0.3700,6,25
yellow,wordnet_easy_hypernym,algae,bug,kelp,seaweed,microorganism,0.4060,6,11
yellow,wordnet_easy_hypernym,batter,lefthander,pitcher,slugger,ballplayer,0.4933,6,16
yellow,wordnet_easy_hypernym,cab,cruiser,wagon,wheel,wheeled vehicle,0.3778,7,55
yellow,wordnet_easy_hypernym,chariot,pickup,trailer,truck,wheeled vehicle,0.3892,7,55
yellow,wordnet_easy_hypernym,bloodhound,chow,husky,terrier,dog,0.3522,8,11
yellow,wordnet_easy_hypernym,banquet,barbecue,breakfast,feast,meal,0.4445,6,16
yellow,wordnet_easy_hypernym,hatchet,knife,lance,spear,weapon,0.3742,8,40
yellow,wordnet_easy_hypernym,castle,cathedral,mosque,villa,building,0.3767,6,69
yellow,wordnet_easy_hypernym,apple,fig,grapefruit,pear,fruit,0.5460,8,49
yellow,wordnet_easy_hypernym,bed,crib,deathbed,sofa,furniture,0.3923,7,49
yellow,wordnet_easy_hypernym,doctor,psychiatrist,resident,surgeon,health professional,0.4328,6,25
yellow,wordnet_easy_hypernym,ethicist,existentialist,libertarian,moralist,philosopher,0.3800,6,11
yellow,wordnet_easy_hypernym,dean,director,manager,minister,administrator,0.3905,6,9
yellow,wordnet_easy_hypernym,breakfast,buffet,luncheon,snack,meal,0.4496,6,16
yellow,wordnet_easy_hypernym,firearm,hatchet,pistol,revolver,weapon,0.4674,8,40
yellow,wordnet_easy_hypernym,deltoid,gastrocnemius,pectoralis,serratus,muscle,0.4819,7,10
yellow,wordnet_easy_hypernym,brass,horn,saxophone,tambourine,musical instrument,0.4049,7,27
yellow,wordnet_easy_hypernym,monk,pianist,violinist,vocalist,musician,0.4696,6,24
yellow,wordnet_easy_hypernym,carving,sculpture,statue,watercolor,art,0.3857,6,37
yellow,wordnet_easy_hypernym,fielder,hitter,shortstop,southpaw,ballplayer,0.5338,6,16
yellow,wordnet_easy_hypernym,boulevard,highroad,highway,street,road,0.3561,6,25
yellow,wordnet_easy_hypernym,disc,recording,tape,video,memory device,0.3930,7,17
yellow,wordnet_easy_hypernym,collie,dog,husky,terrier,domestic animal,0.5663,7,15
yellow,wordnet_easy_hypernym,bicycle,cart,cruiser,truck,wheeled vehicle,0.4284,7,55
yellow,wordnet_easy_hypernym,bean,beet,pea,tomato,vegetable,0.5279,6,26
yellow,wordnet_easy_hypernym,cabin,cafe,cottage,lodge,building,0.3535,6,69
yellow,wordnet_easy_hypernym,adrenal,epiphysis,pituitary,prostate,gland,0.4418,6,12
yellow,wordnet_easy_hypernym,calf,foal,hog,lamb,young mammal,0.3773,8,12
yellow,wordnet_easy_hypernym,jejunum,lung,rumen,stomach,internal organ,0.4092,6,11
yellow,wordnet_easy_hypernym,cayenne,celery,legume,mustard,vegetable,0.3917,6,26
yellow,wordnet_easy_hypernym,clutch,pedal,tappet,throttle,lever,0.3754,8,13
yellow,wordnet_easy_hypernym,forehead,jaw,teeth,tusk,bone,0.4248,8,23
yellow,wordnet_easy_hypernym,duffel,envelope,pocket,saddlebag,bag,0.3623,7,9
yellow,wordnet_easy_hypernym,detective,policeman,sergeant,warden,lawman,0.4870,6,22
yellow,wordnet_easy_hypernym,bootlegger,murderer,parolee,robber,criminal,0.3567,7,37
yellow,wordnet_easy_hypernym,bead,diamond,jewel,pearl,jewelry,0.3677,7,17
yellow,wordnet_easy_hypernym,bloodhound,poodle,puppy,queen,domestic animal,0.3683,7,15
yellow,wordnet_easy_hypernym,assassin,gangster,murderer,parolee,criminal,0.4412,7,37
yellow,wordnet_easy_hypernym,baker,draper,grocer,retailer,merchant,0.3671,6,15
yellow,wordnet_easy_hypernym,deck,dock,landing,pier,horizontal surface,0.3651,6,29
yellow,wordnet_easy_hypernym,arm,claw,leg,thigh,extremity,0.3687,6,17
yellow,wordnet_easy_hypernym,buffet,picnic,refreshment,snack,meal,0.4324,6,16
yellow,wordnet_easy_hypernym,chow,collie,hound,husky,domestic animal,0.3666,7,15
yellow,wordnet_easy_hypernym,chaplain,churchman,preacher,rector,clergyman,0.4286,6,26
yellow,wordnet_easy_hypernym,carbine,handgun,shotgun,slug,weapon,0.3946,8,40
yellow,wordnet_easy_hypernym,girdle,pant,scarf,turtleneck,garment,0.4069,7,69
yellow,wordnet_easy_hypernym,cowboy,cowhand,cowman,picker,workman,0.3773,6,26
yellow,wordnet_easy_hypernym,banana,berry,grape,sloe,edible fruit,0.4797,6,22
yellow,wordnet_easy_hypernym,lefthander,outfielder,pitcher,twirler,ballplayer,0.4970,6,16
yellow,wordnet_easy_hypernym,butler,gentleman,man,valet,manservant,0.3505,6,5
yellow,wordnet_easy_hypernym,churchman,father,preacher,vicar,clergyman,0.3786,6,26
yellow,wordnet_easy_hypernym,specialist,surgeon,veterinarian,veterinary,health professional,0.3736,6,25
yellow,wordnet_easy_hypernym,onion,pea,squash,tomato,vegetable,0.4817,6,26
yellow,wordnet_easy_hypernym,cardinal,celebrant,minister,priest,clergyman,0.3578,6,26
yellow,wordnet_easy_hypernym,matron,nurse,resident,veterinarian,health professional,0.3701,6,25
yellow,wordnet_easy_hypernym,canvas,cityscape,fresco,watercolor,painting,0.3881,8,9
yellow,wordnet_easy_hypernym,bandit,burglar,robber,shooter,criminal,0.4692,7,37
yellow,wordnet_easy_hypernym,bass,brass,guitar,saxophone,musical instrument,0.4242,7,27
yellow,wordnet_easy_hypernym,cherry,grape,pea,rye,fruit,0.3832,8,49
yellow,wordnet_easy_hypernym,banquet,buffet,feast,refreshment,meal,0.3884,6,16
yellow,wordnet_easy_hypernym,cherry,grape,orange,peach,edible fruit,0.4162,6,22
yellow,wordnet_easy_hypernym,concessionaire,owner,patron,proprietor,businessman,0.4007,6,19
yellow,wordnet_easy_hypernym,apartment,castle,residence,studio,housing,0.3547,6,34
yellow,wordnet_easy_hypernym,cargo,freight,load,shipment,merchandise,0.4078,6,14
yellow,wordnet_easy_hypernym,diagnostician,psychiatrist,veterinarian,veterinary,doctor,0.3805,8,16
yellow,wordnet_easy_hypernym,batter,hitter,slugger,southpaw,ballplayer,0.4346,6,16
yellow,wordnet_easy_hypernym,cardinal,priest,shepherd,vicar,clergyman,0.4117,6,26
yellow,wordnet_easy_hypernym,captain,patrolman,sheriff,trooper,lawman,0.3828,6,22
yellow,wordnet_easy_hypernym,candy,jelly,peppermint,sweet,dainty,0.3764,6,19
yellow,wordnet_easy_hypernym,cruiser,fighter,submarine,warship,military vehicle,0.3793,8,12
yellow,wordnet_easy_hypernym,coffeepot,kettle,samovar,urn,pot,0.3784,8,5
yellow,wordnet_easy_hypernym,bacteria,germ,protozoa,vector,microorganism,0.4251,6,11
yellow,wordnet_easy_hypernym,oilseed,olive,pear,pineapple,fruit,0.3998,8,49
yellow,wordnet_easy_hypernym,bone,jaw,submucosa,tendon,connective tissue,0.4036,7,32
yellow,wordnet_easy_hypernym,cabin,cottage,manor,residence,building,0.3920,6,69
yellow,wordnet_easy_hypernym,fugitive,gunman,parolee,thief,criminal,0.3928,7,37
yellow,wordnet_easy_hypernym,biscuit,cracker,loaf,toast,bread,0.3828,6,9
yellow,wordnet_easy_hypernym,porcelain,pottery,saucepan,skillet,utensil,0.3771,7,14
yellow,wordnet_easy_hypernym,avenue,expressway,highway,thoroughfare,road,0.4896,6,25
yellow,wordnet_easy_hypernym,dentist,diagnostician,orthodontist,quack,medical practitioner,0.3807,7,20
yellow,wordnet_easy_hypernym,iron,tee,wedge,wood,golf equipment,0.3827,8,9
yellow,wordnet_easy_hypernym,cherry,fig,lemon,pineapple,edible fruit,0.4380,6,22
yellow,wordnet_easy_hypernym,caliper,micrometer,pyrometer,wristwatch,measuring instrument,0.3610,8,31
yellow,wordnet_easy_hypernym,cop,deputy,detective,sheriff,lawman,0.3751,6,22
yellow,wordnet_easy_hypernym,alto,coloratura,tenor,voice,singer,0.4264,7,13
yellow,wordnet_easy_hypernym,banana,grapefruit,lemon,pineapple,edible fruit,0.5185,6,22
yellow,wordnet_easy_hypernym,beet,cabbage,celery,spinach,vegetable,0.5696,6,26
yellow,wordnet_easy_hypernym,celery,mustard,spinach,tomato,vegetable,0.5236,6,26
yellow,wordnet_easy_hypernym,abode,apartment,cabin,dwelling,housing,0.3875,6,34
yellow,wordnet_easy_hypernym,biceps,deltoid,pecs,serratus,skeletal muscle,0.4290,8,9
yellow,wordnet_easy_hypernym,beet,carrot,potato,radish,root vegetable,0.4625,7,4
yellow,wordnet_easy_hypernym,banquet,luncheon,supper,tea,meal,0.4068,6,16
yellow,wordnet_easy_hypernym,bulb,candle,flash,lantern,lamp,0.3905,8,10
yellow,wordnet_easy_hypernym,garage,mansion,palace,villa,building,0.4372,6,69
yellow,wordnet_easy_hypernym,babe,baby,chick,sister,girl,0.3933,6,9
yellow,wordnet_easy_hypernym,grape,marrow,pea,potato,vine,0.3775,8,13
yellow,wordnet_easy_hypernym,acrylic,lacquer,paint,varnish,coating,0.5105,6,17
yellow,wordnet_easy_hypernym,car,limousine,oxcart,sedan,wheeled vehicle,0.3672,7,55
yellow,wordnet_easy_hypernym,barbecue,luncheon,picnic,refreshment,meal,0.3879,6,16
yellow,wordnet_easy_hypernym,baker,butcher,jeweler,seller,merchant,0.3616,6,15
yellow,wordnet_easy_hypernym,beard,mustache,stubble,toothbrush,facial hair,0.4423,8,7
yellow,wordnet_easy_hypernym,aide,commander,marshal,sergeant,military officer,0.3801,7,15
yellow,wordnet_easy_hypernym,marble,molding,sculpture,statue,plastic art,0.3741,7,12
yellow,wordnet_easy_hypernym,cannon,handgun,hatchet,shotgun,weapon,0.3546,8,40
