verb,embedding_score,nouns,llm_score,tag,brief_reason,keep
perpetuate,0.5117,"oppression,injustice,slavery,discrimination",4,good,social problems that get perpetuated,True
photograph,0.4978,"portrait,picture,depicting,painting",3,too_broad,visual art forms but not all photographed,False
pitch,0.4986,"batter,inning,catcher,bat",4,good,baseball terms related to pitching,True
plank,0.5152,"flooring,wood,lumber,oak",3,too_broad,wood materials but planking connection weak,False
plant,0.5478,"shrub,flowering,leaf,flower",3,too_broad,plant parts/types but not things you plant,False
plaster,0.5598,"drywall,stucco,flooring,tile",3,too_broad,building materials but not all plastered,False
plead,0.5846,"probation,sentence,parole,jail",4,good,legal consequences you might plead for/against,True
please,0.6098,"see,tell,know,say",2,wrong_sense,verbs that follow please but not what please means,False
plumb,0.5088,"ellipsoid,perpendicular,vertical,horizontal",3,too_abstract,geometric concepts related to plumb but abstract,False
plunge,0.4855,"dip,slide,dive,drop",4,good,downward movements similar to plunging,True
poison,0.4665,"kill,dying,killing,die",2,wrong_sense,effects of poison but not things you poison,False
pop,0.5942,"ballad,song,album,vocalist",3,too_broad,music terms but pop is just one genre,False
port,0.5366,"container,cargo,shipping,freight",3,too_broad,shipping terms but not things you port,False
portray,0.4784,"villain,character,storyline,hero",4,good,character types that actors portray,True
pose,0.7227,"ankle,knee,shoulder,hip",2,wrong_sense,body parts but not things you pose,False
postulate,0.455,"relativity,thermodynamics,theorem,entropy",4,good,scientific concepts that are postulated,True
pour,0.4537,"drink,bottle,wine,glass",4,good,liquids and containers for pouring,True
pray,0.5421,"god,salvation,divine,heaven",4,good,religious concepts related to prayer,True
preach,0.6221,"pastor,congregation,clergy,church",5,good,clear religious context for preaching,True
precede,0.6163,"noun,verb,adjective,phrase",3,too_abstract,grammar terms but precedence unclear,False
predict,0.4621,"likelihood,probability,estimate,risk",4,good,statistical concepts used in prediction,True
prejudice,0.5988,"bigotry,intolerance,hatred,ignorance",3,not_action,forms of prejudice but prejudice not clearly an action,False
prescribe,0.5293,"patient,practitioner,nurse,physician",4,good,medical professionals who prescribe,True
preserve,0.5507,"wildlife,conservation,habitat,forest",4,good,environmental things that need preserving,True
press,0.5563,"publishing,publisher,editor,publication",4,good,printing press and publishing industry,True
proclaim,0.4539,"independence,sovereign,liberty,sovereignty",4,good,political concepts that are proclaimed,True
profess,0.54,"faith,religion,morality,religious",4,good,beliefs and values that are professed,True
promote,0.4782,"equality,unity,democracy,peace",4,good,ideals that are promoted,True
pronounce,0.53,"syllable,vowel,consonant,alphabet",4,good,speech elements involved in pronunciation,True
propel,0.4924,"spacecraft,propulsion,rocket,orbit",4,good,space technology involving propulsion,True
provoke,0.5373,"jealousy,outrage,hatred,anger",5,good,clear emotions that can be provoked,True
publish,0.534,"periodical,publication,journal,magazine",2,wrong_sense,"These are things that are published, not the action of publishing",False
pump,0.5832,"piston,nozzle,valve,rotor",3,too_abstract,Mechanical parts related to pumping but connection is indirect,False
purify,0.4754,"chromatography,antibody,protein,enzyme",2,too_abstract,Scientific terms loosely related to purification processes,False
putt,0.6494,"birdie,bogey,par,fairway",4,good,Golf scoring terms clearly related to putting context,True
pyramid,0.4651,"tomb,burial,temple,monument",2,wrong_sense,These are structures but pyramid as verb means to build up/accumulate,False
qualify,0.4924,"tournament,round,playoff,championship",4,good,Sports contexts where one qualifies for events,True
raft,0.4945,"canoe,sail,boat,voyage",3,too_broad,Water transportation terms but raft as verb is less clear,False
raid,0.5425,"bombing,bomber,bomb,attack",4,good,Military attack terms that clearly relate to raiding,True
rail,0.5809,"freight,transit,transport,transportation",2,wrong_sense,Transportation terms but rail as verb means to complain/criticize,False
railroad,0.5277,"depot,locomotive,railway,train",2,wrong_sense,Train-related nouns but railroad as verb means to rush/force through,False
ramp,0.5952,"freeway,parkway,turnpike,expressway",2,wrong_sense,Road types but ramp as verb means to increase/escalate,False
rat,0.5725,"rodent,snake,toad,rabbit",2,wrong_sense,Small animals but rat as verb means to inform/betray,False
react,0.5683,"chloride,sodium,potassium,calcium",4,good,Chemical elements that react with each other,True
read,0.4631,"script,poem,poetry,book",5,good,Clear examples of things you read,True
reaffirm,0.4581,"commitment,faith,determination,belief",5,good,Abstract concepts commonly reaffirmed,True
reap,0.5445,"harvest,corn,wheat,rice",4,good,Agricultural context where crops are reaped,True
rebuild,0.4977,"temple,castle,cathedral,palace",5,good,Large structures that can be rebuilt,True
rebut,0.4966,"defendant,testimony,prosecution,witness",4,good,Legal terms related to rebutting arguments,True
recite,0.5841,"poem,verse,poetry,hymn",5,good,Literary forms commonly recited,True
reckon,0.5466,"think,know,say,going",2,too_abstract,"Vague mental verbs, unclear connection to reckon",False
recoil,0.7268,"firearm,pistol,gun,rifle",5,good,Weapons that physically recoil when fired,True
reconcile,0.4911,"faith,theology,doctrine,religion",3,too_abstract,Religious concepts but connection to reconciling is indirect,False
recount,0.5654,"ballot,voter,election,vote",5,good,Election terms where votes are recounted,True
recruit,0.5697,"platoon,battalion,sergeant,regiment",4,good,Military units that recruit soldiers,True
recur,0.4532,"tumor,kidney,infection,disease",4,good,Medical conditions that can recur,True
refine,0.4569,"technique,concept,method,approach",5,good,Abstract things commonly refined or improved,True
reform,0.4503,"conservative,party,progressive,liberal",3,too_broad,Political terms but connection to reform is indirect,False
refrain,0.661,"verse,melody,lyric,song",2,wrong_sense,Musical terms but refrain as verb means to abstain,False
regiment,0.6006,"infantry,battalion,platoon,army",2,wrong_sense,Military units but regiment as verb means to organize strictly,False
regret,0.5384,"feeling,feel,thing,think",2,too_abstract,"Vague emotional terms, too general",False
regulate,0.5495,"secretion,metabolism,calcium,protein",4,good,Biological processes that are regulated,True
reinforce,0.6641,"platoon,battalion,infantry,regiment",4,good,Military units that can be reinforced,True
reject,0.5973,"notion,hypothesis,idea,theory",5,good,Abstract concepts commonly rejected,True
relieve,0.5631,"discomfort,pain,stress,anxiety",5,good,Physical and emotional states that are relieved,True
remember,0.5533,"thinking,know,thing,think",2,too_abstract,"Vague mental terms, too general",False
remove,0.4541,"tumor,tissue,bone,skin",4,good,Body parts/growths that can be surgically removed,True
rent,0.5655,"landlord,tenancy,tenant,lease",5,good,Rental property terms clearly related to renting,True
repay,0.5876,"borrower,mortgage,loan,lending",5,good,Financial terms related to repaying debt,True
repel,0.4603,"invasion,attack,assault,raid",5,good,Military actions that are repelled,True
repent,0.4997,"savior,salvation,god,heaven",4,good,Religious concepts related to repentance,True
reproduce,0.4558,"offspring,mating,breeding,nest",4,good,Clear biological reproduction theme,True
require,0.4863,"visa,passport,permit,license",5,good,Perfect - all documents that are required,True
rescue,0.545,"lifeboat,boat,submarine,vessel",3,too_broad,"Too focused on water vessels, not rescue action",False
resolve,0.4726,"impasse,dispute,conflict,crisis",5,good,Excellent - all situations that need resolving,True
retail,0.5945,"grocery,supermarket,store,pharmacy",4,good,Good retail establishments theme,True
revolt,0.6116,"insurrection,uprising,rebellion,revolution",5,good,Perfect synonyms for revolt,True
ride,0.4654,"bicycle,bus,train,truck",5,good,Clear vehicles you can ride,True
rifle,0.6486,"pistol,shotgun,firearm,revolver",2,wrong_sense,"Rifle as noun, not verb meaning to search",False
roam,0.668,"herd,livestock,sheep,cattle",4,good,Animals that roam in groups,True
roar,0.4645,"lion,beast,tiger,creature",4,good,Animals that roar,True
rob,0.6521,"drummer,bass,guitarist,guitar",1,wrong_sense,"Musical instruments, unclear connection to rob",False
rotate,0.5156,"spindle,rotor,axle,cylinder",5,good,Perfect - all rotating mechanical parts,True
roughcast,0.5474,"stucco,masonry,brick,stone",3,obscure,Obscure construction term,False
rouse,0.6682,"concerto,symphony,composer,orchestra",2,wrong_sense,Musical terms don't clearly connect to rouse,False
sail,0.6627,"yacht,boat,vessel,ship",5,good,Perfect - all things that sail,True
salute,0.4591,"parade,tribute,celebration,ceremony",3,too_broad,"Events where saluting might occur, but indirect",False
sandwich,0.5952,"mayonnaise,salad,bacon,sauce",2,wrong_sense,"Food items, not sandwich as verb",False
satisfy,0.4761,"thirst,curiosity,appetite,desire",5,good,Perfect - all things that can be satisfied,True
sauce,0.6002,"garlic,tomato,onion,pepper",1,not_action,Sauce is not typically used as a verb,False
say,0.5711,"think,want,thing,know",2,too_abstract,Too abstract and vague connection,False
scalp,0.4541,"hair,forehead,skin,skull",2,wrong_sense,"Body parts, not scalp as verb",False
scan,0.4629,"biopsy,diagnosis,tumor,patient",3,too_broad,Medical context but indirect connection,False
scarf,0.5542,"jacket,wear,dress,wearing",1,wrong_sense,"Clothing items, not scarf as verb",False
scatter,0.4828,"diffraction,wavelength,detector,electron",3,too_abstract,"Physics terms, too technical",False
scour,0.4574,"sediment,gravel,vegetation,sand",3,too_abstract,"Geological materials, indirect connection",False
scrape,0.4955,"vegetation,forage,shrub,grass",2,too_broad,"Plant materials, weak connection to scrape",False
scrub,0.5644,"shrub,oak,pine,beech",2,wrong_sense,"Trees/plants, not scrub as cleaning verb",False
secede,0.453,"secession,sovereignty,sovereign,independence",4,good,Political concepts related to seceding,True
sediment,0.4803,"gravel,sand,debris,mud",1,not_action,Sediment not typically used as verb,False
seed,0.4608,"planting,crop,flowering,corn",4,good,Agricultural activities involving seeding,True
sell,0.5486,"buyer,buy,sale,purchase",4,good,Commerce-related terms,True
sew,0.5596,"garment,clothes,clothing,dress",4,good,Items that are sewn,True
shame,0.4879,"humiliation,embarrassment,disgrace,anger",3,too_abstract,"Emotions, but shame as verb is less clear",False
shave,0.595,"haircut,mustache,beard,hair",4,good,Hair-related items that can be shaved,True
shine,0.4506,"gospel,song,sung,album",2,wrong_sense,"Musical terms, unclear connection to shine",False
ship,0.5673,"vessel,sail,voyage,sailing",3,wrong_sense,"Maritime terms, but ship as noun not verb",False
shipwreck,0.5318,"schooner,vessel,voyage,sailing",2,wrong_sense,"Maritime terms, but shipwreck rarely used as verb",False
shoot,0.6303,"bullet,pistol,gun,rifle",5,good,Perfect - weapons used to shoot,True
shop,0.5496,"bakery,cafe,store,restaurant",4,good,Places where you shop,True
shore,0.5254,"lake,inlet,pond,reservoir",2,wrong_sense,"Water bodies, but shore as verb is obscure",False
sing,0.5977,"hymn,song,melody,verse",5,good,All four nouns are things you sing - clear and natural,True
sink,0.6103,"warship,submarine,destroyer,ship",4,good,"All are vessels that can sink, though submarine is designed to",True
sit,0.5099,"wait,watch,watching,waiting",2,wrong_sense,"These are activities you might do while sitting, not things you sit on/in",False
slant,0.5074,"ballad,pop,song,album",1,wrong_sense,Music genres/forms don't clearly connect to slanting,False
sluice,0.5464,"weir,dam,reservoir,waterway",3,too_abstract,Water control structures but sluice as verb is less clear,False
smelt,0.6129,"eel,salmon,fish,shrimp",2,wrong_sense,"These are sea creatures, not metals you smelt",False
sniff,0.4765,"scent,odor,smell,mouth",3,too_direct,"Three are things you sniff, mouth doesn't fit well",False
solve,0.4833,"puzzle,problem,riddle,mystery",5,good,All four are things you solve - perfect connection,True
sonnet,0.5577,"quatrain,poet,poem,verse",1,not_action,"Sonnet is a noun, not a verb action",False
soothe,0.5007,"irritation,pain,anger,anxiety",4,good,All are negative states you can soothe,True
sow,0.5707,"dissension,mistrust,distrust,hatred",4,good,All are negative things you can sow (spread),True
spat,0.453,"spitting,chewing,spit,mouth",2,too_direct,"Too directly related to spitting, not the argument meaning",False
speak,0.4761,"dialect,language,accent,tongue",4,good,All relate to ways of speaking,True
specify,0.4895,"minimum,maximum,requirement,limit",4,good,All are things you specify or set precisely,True
spend,0.6653,"night,weekend,evening,afternoon",5,good,All are time periods you spend,True
spin,0.5624,"electron,particle,proton,spectroscopy",2,too_abstract,Physics concept of spin is too technical,False
splinter,0.4673,"liberation,communist,socialist,nationalist",2,too_abstract,Political movements that can splinter but connection is weak,False
spoil,0.5111,"quarry,mining,coal,mine",2,wrong_sense,Mining terms but spoil meaning is unclear,False
sponge,0.5216,"cake,pastry,dough,chocolate",3,too_abstract,Sponge cake connection but verb usage unclear,False
squall,0.4869,"wind,weather,rainfall,rain",1,not_action,Squall is primarily a noun (storm type),False
stabilize,0.5381,"substrate,molecule,electron,protein",3,too_abstract,Scientific terms that can be stabilized but too technical,False
stag,0.4889,"deer,hunting,rabbit,wolf",1,not_action,Stag is primarily a noun (male deer),False
steam,0.5377,"piston,engine,valve,cylinder",3,too_abstract,Engine parts but steam as verb connection unclear,False
steer,0.4949,"axle,brake,tire,wheel",3,too_abstract,Car parts related to steering but indirect,False
stick,0.4711,"blade,knife,weapon,sword",2,wrong_sense,Sharp objects that can stick into things but weak connection,False
stimulate,0.5245,"secretion,hormone,insulin,metabolism",4,good,All are biological processes you can stimulate,True
stink,0.6099,"pest,insect,wasp,ant",2,wrong_sense,Insects that might stink but connection is weak,False
stir,0.5396,"sauce,soup,dish,cooking",4,good,All are things you stir while cooking,True
straighten,0.6441,"wrist,elbow,knee,leg",5,good,All are body parts you can straighten,True
stray,0.7454,"kitten,dog,cat,puppy",5,good,All are animals that can stray or be strays,True
stretch,0.6894,"roadway,freeway,highway,expressway",4,good,All are roads that stretch across distances,True
struggle,0.5004,"liberation,equality,freedom,democracy",4,good,All are ideals people struggle for,True
stucco,0.5178,"gable,exterior,facade,roof",3,too_abstract,Building parts you can stucco but verb usage uncommon,False
suck,0.4508,"juice,nectar,milk,honey",4,good,All are liquids you can suck,True
suffer,0.5087,"anxiety,pain,stress,depression",5,good,All are conditions you suffer from,True
summon,0.5779,"demon,creature,beast,monster",4,good,All are supernatural beings you can summon,True
supply,0.5236,"irrigation,reservoir,water,dam",4,good,All relate to water supply systems,True
suppose,0.4712,"polynomial,integer,parameter,vertex",3,too_abstract,Math terms you might suppose in proofs but too technical,False
suppress,0.7449,"rebellion,insurrection,revolt,uprising",5,good,All are uprisings that can be suppressed,True
surge,0.5875,"flooding,hurricane,storm,flood",4,good,All are weather events that can surge,True
suspect,0.5164,"murder,murderer,killer,crime",4,good,Clear connection - you suspect people of crimes,True
swallow,0.5924,"goose,owl,bird,falcon",2,wrong_sense,"Swallow as bird type, not the verb action",False
swan,0.5362,"lake,river,pond,hill",1,not_action,"Swan is a noun, not a verb",False
swirl,0.5163,"piston,cylinder,torque,valve",2,too_abstract,Engine parts don't clearly suggest swirling motion,False
tailor,0.5329,"garment,clothes,clothing,cloth",4,good,Clear connection - you tailor clothing items,True
talk,0.5693,"programming,radio,broadcasting,broadcast",3,too_broad,Broadcasting context but connection to talk is loose,False
tally,0.4868,"ballot,counting,voting,vote",4,good,Clear connection - you tally votes,True
tame,0.5625,"pet,bird,animal,cat",4,good,Clear connection - you tame animals,True
tap,0.6703,"dancer,dancing,dance,ballet",5,good,Perfect - tap dancing is a clear connection,True
taxi,0.5646,"jet,airline,aircraft,aviation",3,too_abstract,Aircraft taxi on runways but connection is technical,False
teach,0.5614,"curriculum,classroom,mathematics,math",4,good,Clear connection - you teach subjects in classrooms,True
tear,0.5483,"tendon,knee,shoulder,surgery",4,good,Clear connection - you can tear body parts,True
telescope,0.587,"interferometer,infrared,spectrometer,spectroscopy",1,not_action,"Telescope is primarily a noun, not a verb",False
tell,0.4569,"want,know,wrong,going",2,too_abstract,"Abstract concepts, unclear connection to telling",False
tempt,0.4689,"sin,devil,god,evil",4,good,Clear connection - devils tempt with sin,True
tense,0.5868,"verb,vowel,noun,syllable",2,wrong_sense,"Grammar tense, not the verb meaning tight/anxious",False
testify,0.5404,"prosecution,jury,trial,defendant",5,good,Perfect - you testify in legal proceedings,True
think,0.5344,"lot,bit,sort,kind",2,too_abstract,"Vague words, unclear connection to thinking",False
throttle,0.4929,"pedal,accelerator,brake,steering",4,good,Clear connection - you throttle with car controls,True
thrust,0.545,"rotor,propeller,compressor,turbine",3,too_abstract,Engine parts create thrust but connection is technical,False
tip,0.5156,"jaw,thumb,finger,nose",3,wrong_sense,Body parts have tips but verb sense unclear,False
tolerate,0.5162,"humidity,moisture,dry,wet",3,too_broad,You can tolerate weather conditions but weak,False
toss,0.4654,"bat,batting,pitch,ball",4,good,Clear connection - you toss balls in baseball,True
trace,0.47,"lineage,ancestry,descent,origin",4,good,Clear connection - you trace family lineage,True
trail,0.4724,"hiking,campground,wilderness,camping",2,wrong_sense,"Trail as noun (hiking path), not verb",False
train,0.5556,"locomotive,freight,rail,railway",2,wrong_sense,"Train as noun (locomotive), not verb",False
transit,0.5431,"streetcar,subway,trolley,rail",2,wrong_sense,"Transit as noun (transportation), not verb",False
translate,0.4778,"vernacular,language,word,phrase",4,good,Clear connection - you translate languages and words,True
transplant,0.5742,"marrow,kidney,liver,lung",5,good,Perfect - you transplant organs,True
travel,0.4554,"destination,journey,trip,adventure",4,good,Clear connection - travel involves journeys and trips,True
treat,0.6047,"malaria,tuberculosis,disease,infection",5,good,Perfect - you treat diseases medically,True
tree,0.5294,"shrub,elm,pine,oak",1,not_action,"Tree is a noun, not a verb",False
trim,0.5219,"grille,chrome,sedan,coupe",3,wrong_sense,"Car trim as decoration, not the verb action",False
trumpet,0.7609,"sax,saxophone,piano,guitar",2,wrong_sense,"Trumpet as noun (instrument), not verb",False
tug,0.6571,"vessel,schooner,boat,ship",3,wrong_sense,Tugboat context but verb connection unclear,False
tutor,0.5425,"teach,instructor,teacher,teaching",1,too_direct,Too direct - teach and tutor are synonyms,False
uncover,0.5098,"murderer,disappearance,killer,murder",4,good,Clear connection - you uncover crimes and criminals,True
underestimate,0.4949,"prevalence,incidence,risk,probability",4,good,Clear connection - you can underestimate statistical measures,True
undermine,0.4792,"morality,moral,doctrine,constitutional",4,good,Clear connection - you can undermine principles,True
undertake,0.5128,"pilgrimage,journey,voyage,expedition",5,good,Perfect - you undertake journeys and expeditions,True
underwrite,0.5318,"lending,mortgage,debt,loan",4,good,Financial terms that underwriters evaluate and guarantee,True
unload,0.4941,"cargo,shipment,container,freight",5,good,Perfect shipping/transport items that are unloaded,True
uphold,0.5484,"democracy,constitution,sovereignty,constitutional",4,good,Political/legal concepts that are upheld or defended,True
utter,0.6007,"astonishment,disbelief,disdain,dismay",4,good,Emotions/reactions that can be uttered or expressed,True
vary,0.4974,"size,length,width,diameter",5,good,Measurements that can vary or change,True
verify,0.4795,"correctness,authenticity,validity,accuracy",5,good,Qualities that are verified or confirmed,True
vest,0.5936,"sweater,jacket,shirt,coat",2,wrong_sense,Clothing items but vest as verb means to grant authority,False
violate,0.5064,"amendment,constitution,statute,constitutional",4,good,Legal documents/concepts that can be violated,True
vow,0.4649,"obedience,allegiance,devotion,loyalty",4,good,Concepts that can be vowed or pledged,True
want,0.6397,"know,think,say,tell",3,too_broad,"General verbs, connection to want is weak",False
wanton,0.4753,"cruelty,brutality,violence,persecution",3,too_abstract,"Abstract concepts, wanton as adjective not clear verb",False
waste,0.5371,"dumping,dump,garbage,trash",4,good,Waste-related items and actions,True
wear,0.6091,"attire,dress,clothes,clothing",5,good,Perfect clothing items that are worn,True
weather,0.5487,"rain,rainfall,snow,wet",2,wrong_sense,Weather phenomena but weather as verb means to endure,False
weave,0.5673,"fabric,cloth,silk,linen",5,good,Textiles that are woven,True
wed,0.7597,"daughter,niece,husband,son",3,too_broad,Family members but connection to wedding unclear,False
weep,0.666,"sorrow,sadness,grief,mourning",5,good,Emotions that cause weeping,True
whore,0.5357,"prostitute,prostitution,rape,sex",1,sensitive,Inappropriate sexual content for puzzle,False
win,0.5461,"playoff,championship,trophy,title",5,good,Sports achievements that are won,True
wither,0.5163,"flowering,vine,flower,leaf",4,good,Plant parts that can wither,True
withhold,0.5262,"assent,consent,approval,permission",4,good,Things that can be withheld or denied,True
worry,0.4688,"thing,going,tell,think",2,too_broad,"Vague general words, weak connection",False
worship,0.6238,"congregation,pastor,synagogue,church",4,good,Religious contexts where worship occurs,True
wrap,0.4864,"cloth,plastic,fabric,silk",4,good,Materials used for wrapping,True
wrinkle,0.4765,"forehead,nose,skin,neck",4,good,Body parts that can wrinkle,True
write,0.5879,"biography,autobiography,novel,book",5,good,Literary works that are written,True
yield,0.5565,"crop,wheat,harvest,grain",4,good,Agricultural products that yield or are yielded,True
