category,mechanism,word1,word2,word3,word4,answer,coherence_score,hypernym_depth,bucket_size
green,wordnet_common_hypernym,chick,fledgling,pup,puppy,young,0.3573,7,16
green,wordnet_common_hypernym,general,lieutenant,marshal,sergeant,military officer,0.3313,7,15
green,wordnet_common_hypernym,boulevard,interstate,parkway,street,road,0.4283,6,25
green,wordnet_common_hypernym,castle,fortress,foxhole,stronghold,defensive structure,0.2902,6,15
green,wordnet_common_hypernym,jaw,nasal,skin,tusk,connective tissue,0.3229,7,32
green,wordnet_common_hypernym,forearm,lap,pin,thigh,limb,0.2794,7,8
green,wordnet_common_hypernym,captain,general,marshal,skipper,commissioned officer,0.2787,8,11
green,wordnet_common_hypernym,canteen,garage,pawnshop,salon,shop,0.2715,9,11
green,wordnet_common_hypernym,castle,farmhouse,monastery,residence,dwelling,0.4488,7,16
green,wordnet_common_hypernym,inspector,lieutenant,sergeant,warden,lawman,0.4732,6,22
green,wordnet_common_hypernym,boxcar,carriage,cruiser,wheel,wheeled vehicle,0.2820,7,55
green,wordnet_common_hypernym,grain,oilseed,peanut,soybean,seed,0.5144,9,18
green,wordnet_common_hypernym,duffel,pocket,sack,saddlebag,bag,0.2963,7,9
green,wordnet_common_hypernym,investigator,policeman,sheriff,trooper,lawman,0.3844,6,22
green,wordnet_common_hypernym,epiphysis,shin,skull,tooth,bone,0.3559,8,23
green,wordnet_common_hypernym,fang,jaw,scalp,skin,connective tissue,0.3571,7,32
green,wordnet_common_hypernym,apron,dais,dock,pier,platform,0.3125,7,22
green,wordnet_common_hypernym,cabin,house,lodge,mansion,dwelling,0.4229,7,16
green,wordnet_common_hypernym,physician,psychiatrist,surgeon,veterinary,medical practitioner,0.4344,7,20
green,wordnet_common_hypernym,coloratura,rocker,soprano,voice,musician,0.2987,6,24
green,wordnet_common_hypernym,finger,forearm,limb,pin,extremity,0.3185,6,17
green,wordnet_common_hypernym,baritone,recorder,saxophone,trumpet,musical instrument,0.3652,7,27
green,wordnet_common_hypernym,calf,lamb,pup,puppy,young,0.4478,7,16
green,wordnet_common_hypernym,handgun,hatchet,pike,shotgun,weapon,0.2838,8,40
green,wordnet_common_hypernym,committeewoman,director,regent,trustee,committee member,0.3429,7,4
green,wordnet_common_hypernym,dad,daddy,mother,pop,parent,0.4130,8,7
green,wordnet_common_hypernym,dais,dock,scaffold,wharf,horizontal surface,0.3132,6,29
green,wordnet_common_hypernym,altar,chair,davenport,sofa,furniture,0.2795,7,49
green,wordnet_common_hypernym,chemist,dentist,quack,veterinary,health professional,0.2967,6,25
green,wordnet_common_hypernym,cabin,farmhouse,lodge,manor,dwelling,0.3963,7,16
green,wordnet_common_hypernym,bomber,carrier,submarine,warship,military vehicle,0.3145,8,12
green,wordnet_common_hypernym,artillery,broadside,cannon,gun,armament,0.2930,7,7
green,wordnet_common_hypernym,fur,pant,topcoat,underwear,garment,0.3164,7,69
green,wordnet_common_hypernym,auto,cruiser,tractor,truck,motor vehicle,0.3995,9,26
green,wordnet_common_hypernym,cartilage,fang,marrow,skull,animal tissue,0.3314,6,59
green,wordnet_common_hypernym,drummer,guitarist,tenor,vocalist,musician,0.6061,6,24
green,wordnet_common_hypernym,gourd,pea,peanut,pepper,vine,0.3145,8,13
green,wordnet_common_hypernym,bridge,dock,pier,runway,platform,0.3986,7,22
green,wordnet_common_hypernym,brassiere,scarf,vest,wrapper,garment,0.3196,7,69
green,wordnet_common_hypernym,freeway,pike,street,thoroughfare,road,0.3007,6,25
green,wordnet_common_hypernym,hall,hearth,palace,villa,dwelling,0.3008,7,16
green,wordnet_common_hypernym,apothecary,chemist,diagnostician,psychiatrist,health professional,0.3110,6,25
green,wordnet_common_hypernym,cracker,hardtack,loaf,toast,bread,0.2906,6,9
green,wordnet_common_hypernym,coffee,filbert,rye,walnut,seed,0.3457,9,18
green,wordnet_common_hypernym,altar,bookcase,cabinet,workbench,furniture,0.3000,7,49
green,wordnet_common_hypernym,arm,cast,elbow,knee,cloth covering,0.3210,6,30
green,wordnet_common_hypernym,alley,line,roadway,turnpike,road,0.2828,6,25
green,wordnet_common_hypernym,bridge,deck,floor,pier,horizontal surface,0.3251,6,29
green,wordnet_common_hypernym,dance,grotesque,painting,sculpture,art,0.2951,6,37
green,wordnet_common_hypernym,abode,barrack,cottage,palace,housing,0.3676,6,34
green,wordnet_common_hypernym,arm,forefinger,leg,stick,extremity,0.2966,6,17
green,wordnet_common_hypernym,batter,outfielder,slugger,southpaw,ballplayer,0.4284,6,16
green,wordnet_common_hypernym,baritone,sax,serpent,woodwind,wind instrument,0.3367,8,13
green,wordnet_common_hypernym,bean,green,pea,sorrel,vegetable,0.3263,6,26
green,wordnet_common_hypernym,arm,stick,thigh,toe,extremity,0.3229,6,17
green,wordnet_common_hypernym,potato,sorrel,soybean,tomato,vegetable,0.4461,6,26
green,wordnet_common_hypernym,cabin,cottage,dwelling,residence,housing,0.3918,6,34
green,wordnet_common_hypernym,fang,finger,forearm,toe,extremity,0.3778,6,17
green,wordnet_common_hypernym,bronze,fresco,piece,watercolor,art,0.2845,6,37
green,wordnet_common_hypernym,coat,mustache,stubble,twist,hair,0.2752,7,26
green,wordnet_common_hypernym,pocket,poke,pouch,purse,bag,0.2894,7,9
green,wordnet_common_hypernym,celebrant,deacon,minister,vicar,clergyman,0.3594,6,26
green,wordnet_common_hypernym,china,mixer,porcelain,pottery,utensil,0.3548,7,14
green,wordnet_common_hypernym,abode,home,mansion,palace,housing,0.4081,6,34
green,wordnet_common_hypernym,castle,dugout,dungeon,fort,defensive structure,0.3053,6,15
green,wordnet_common_hypernym,apple,grapefruit,lime,peach,edible fruit,0.4876,6,22
green,wordnet_common_hypernym,chow,collie,poodle,terrier,dog,0.4654,8,11
green,wordnet_common_hypernym,biceps,gastrocnemius,lat,serratus,muscle,0.3005,7,10
green,wordnet_common_hypernym,banquet,bite,dinner,snack,meal,0.2897,6,16
green,wordnet_common_hypernym,blade,knife,plow,shear,tool,0.2714,7,50
green,wordnet_common_hypernym,feast,picnic,refreshment,tea,meal,0.2935,6,16
green,wordnet_common_hypernym,colon,heart,jejunum,liver,internal organ,0.4192,6,11
green,wordnet_common_hypernym,almond,filbert,grain,grapefruit,fruit,0.3557,8,49
green,wordnet_common_hypernym,bed,convertible,davenport,dresser,furniture,0.3030,7,49
green,wordnet_common_hypernym,convent,hall,lodge,nursery,building,0.2743,6,69
green,wordnet_common_hypernym,bean,nut,peanut,walnut,seed,0.3908,9,18
green,wordnet_common_hypernym,coffeepot,samovar,spider,urn,kitchen utensil,0.2981,8,10
green,wordnet_common_hypernym,cartilage,eyelid,pleura,shin,animal tissue,0.3303,6,59
green,wordnet_common_hypernym,caller,informant,teller,witness,speaker,0.2990,6,14
green,wordnet_common_hypernym,castle,cottage,hall,residence,house,0.3603,7,14
green,wordnet_common_hypernym,butcher,jeweler,retailer,trader,merchant,0.3274,6,15
green,wordnet_common_hypernym,digger,fireman,porter,woman,laborer,0.3104,7,21
green,wordnet_common_hypernym,fender,grate,hatch,wall,barrier,0.2795,7,29
green,wordnet_common_hypernym,brass,horn,saxophone,triangle,musical instrument,0.2714,7,27
green,wordnet_common_hypernym,eclectic,existentialist,libertarian,utilitarian,philosopher,0.2916,6,11
green,wordnet_common_hypernym,bite,buffet,feast,picnic,meal,0.3401,6,16
green,wordnet_common_hypernym,automobile,car,saloon,wheel,wheeled vehicle,0.3785,7,55
green,wordnet_common_hypernym,icebox,iron,refrigerator,washer,home appliance,0.2781,9,12
green,wordnet_common_hypernym,grape,legume,peanut,pepper,vine,0.3836,8,13
green,wordnet_common_hypernym,accelerometer,micrometer,thermocouple,wristwatch,measuring instrument,0.2967,8,31
green,wordnet_common_hypernym,bandit,murderer,pirate,traitor,criminal,0.3080,7,37
green,wordnet_common_hypernym,bone,forehead,posterior,shaft,animal tissue,0.2871,6,59
green,wordnet_common_hypernym,cafe,church,cottage,house,building,0.3341,6,69
green,wordnet_common_hypernym,avocado,banana,cherry,grapefruit,edible fruit,0.4525,6,22
green,wordnet_common_hypernym,broiler,cooler,icebox,stove,home appliance,0.2894,9,12
green,wordnet_common_hypernym,canvas,cityscape,mosaic,painting,art,0.4139,6,37
green,wordnet_common_hypernym,bobby,cop,investigator,policeman,lawman,0.3978,6,22
green,wordnet_common_hypernym,abdominal,deltoid,pecs,serratus,muscle,0.3847,7,10
green,wordnet_common_hypernym,landscape,painting,picture,print,art,0.2771,6,37
green,wordnet_common_hypernym,cherry,fig,pear,pineapple,edible fruit,0.4840,6,22
green,wordnet_common_hypernym,anterior,posterior,rib,skullcap,bone,0.3099,8,23
green,wordnet_common_hypernym,chick,colt,filly,puppy,young,0.3958,7,16
green,wordnet_common_hypernym,camera,radio,telephone,television,electronic equipment,0.3062,7,21
green,wordnet_common_hypernym,diagnostician,resident,specialist,surgeon,medical practitioner,0.2756,7,20
green,wordnet_common_hypernym,car,electric,saloon,truck,wheeled vehicle,0.3163,7,55
green,wordnet_common_hypernym,cheekbone,epiphysis,nasal,skull,bone,0.3424,8,23
green,wordnet_common_hypernym,alto,drummer,pianist,soprano,musician,0.5399,6,24
green,wordnet_common_hypernym,apple,berry,grapefruit,sloe,edible fruit,0.4976,6,22
green,wordnet_common_hypernym,biceps,deltoid,lat,serratus,skeletal muscle,0.3406,8,9
green,wordnet_common_hypernym,brass,drone,horn,saxophone,wind instrument,0.2909,8,13
green,wordnet_common_hypernym,barn,house,monastery,residence,building,0.4027,6,69
green,wordnet_common_hypernym,baritone,coloratura,tenor,voice,singer,0.4643,7,13
green,wordnet_common_hypernym,cottage,hall,lodge,manor,house,0.3327,7,14
green,wordnet_common_hypernym,dentist,resident,specialist,veterinarian,medical practitioner,0.3120,7,20
green,wordnet_common_hypernym,jacket,pant,vest,white,garment,0.3426,7,69
green,wordnet_common_hypernym,campground,infield,outfield,playground,tract,0.2891,6,63
green,wordnet_common_hypernym,dynamo,engine,generator,turbine,motor,0.3354,8,8
green,wordnet_common_hypernym,berry,peach,pineapple,sloe,edible fruit,0.5035,6,22
green,wordnet_common_hypernym,apple,banana,delicious,grape,edible fruit,0.4143,6,22
green,wordnet_common_hypernym,bacteria,kelp,protozoa,virus,microorganism,0.4153,6,11
green,wordnet_common_hypernym,boxcar,sedan,streetcar,truck,wheeled vehicle,0.3215,7,55
green,wordnet_common_hypernym,drum,horn,tambourine,upright,musical instrument,0.2982,7,27
green,wordnet_common_hypernym,cabin,farmhouse,restaurant,temple,building,0.2810,6,69
green,wordnet_common_hypernym,backyard,garden,lawn,playground,field,0.4710,7,6
green,wordnet_common_hypernym,diaphragm,disc,disk,rotor,rotating mechanism,0.3537,8,11
green,wordnet_common_hypernym,deputy,lieutenant,matron,patrolman,lawman,0.3676,6,22
green,wordnet_common_hypernym,cell,radio,stereo,transmitter,electronic equipment,0.2862,7,21
green,wordnet_common_hypernym,canopy,mulch,sheathing,sunshade,protective covering,0.3276,6,58
green,wordnet_common_hypernym,blade,cutter,razor,slick,tool,0.2952,7,50
green,wordnet_common_hypernym,bayonet,gun,pike,rod,weapon,0.2742,8,40
green,wordnet_common_hypernym,skull,submucosa,teeth,tonsil,animal tissue,0.3221,6,59
green,wordnet_common_hypernym,bus,pickup,saloon,trolley,wheeled vehicle,0.3158,7,55
green,wordnet_common_hypernym,castle,convent,house,mansion,dwelling,0.4827,7,16
green,wordnet_common_hypernym,framing,grate,grillwork,skylight,supporting structure,0.2935,6,44
green,wordnet_common_hypernym,epiphysis,shaft,tooth,tusk,bone,0.3233,8,23
green,wordnet_common_hypernym,compilation,glossary,pamphlet,reprint,publication,0.2760,8,56
green,wordnet_common_hypernym,davenport,hammock,lamp,workbench,furniture,0.3130,7,49
green,wordnet_common_hypernym,bridge,capacitor,interface,rectifier,electrical device,0.2726,7,53
green,wordnet_common_hypernym,ambulance,automobile,jeep,pickup,wheeled vehicle,0.2838,7,55
green,wordnet_common_hypernym,cowboy,cowhand,fireman,gypsy,laborer,0.2971,7,21
green,wordnet_common_hypernym,guitarist,rocker,soprano,vocalist,musician,0.5330,6,24
green,wordnet_common_hypernym,canvas,landscape,painting,picture,graphic art,0.3452,7,15
green,wordnet_common_hypernym,coconut,coffee,gourd,grape,fruit,0.3595,8,49
green,wordnet_common_hypernym,horn,pipe,sax,woodwind,wind instrument,0.3566,8,13
green,wordnet_common_hypernym,acre,city,metropolis,town,municipality,0.3786,7,22
green,wordnet_common_hypernym,dictionary,glossary,magazine,text,publication,0.2932,8,56
green,wordnet_common_hypernym,epiphysis,fang,shin,tendon,connective tissue,0.3463,7,32
green,wordnet_common_hypernym,firearm,pistol,quarrel,revolver,weapon,0.4338,8,40
green,wordnet_common_hypernym,cafeteria,courthouse,hotel,palace,building,0.2958,6,69
green,wordnet_common_hypernym,halfback,quarterback,receiver,tackle,football player,0.4339,6,10
green,wordnet_common_hypernym,fence,railing,tailgate,wall,barrier,0.3771,7,29
green,wordnet_common_hypernym,analyst,diagnostician,physician,psychiatrist,health professional,0.2934,6,25
green,wordnet_common_hypernym,digger,hostler,laborer,wrangler,workman,0.3098,6,26
green,wordnet_common_hypernym,fuse,microphone,resistor,wiring,electrical device,0.2821,7,53
green,wordnet_common_hypernym,chine,girdle,hip,spine,skeletal structure,0.3015,6,9
green,wordnet_common_hypernym,dentist,diagnostician,intern,physician,medical practitioner,0.3058,7,20
green,wordnet_common_hypernym,grapefruit,nut,pea,rye,fruit,0.3486,8,49
green,wordnet_common_hypernym,bishop,churchman,divine,minister,clergyman,0.3095,6,26
green,wordnet_common_hypernym,bloodhound,dog,husky,pointer,domestic animal,0.2938,7,15
green,wordnet_common_hypernym,bean,celery,chili,squash,vegetable,0.3740,6,26
green,wordnet_common_hypernym,baritone,bell,sax,woodwind,musical instrument,0.3535,7,27
green,wordnet_common_hypernym,bull,policeman,sergeant,warden,lawman,0.3110,6,22
green,wordnet_common_hypernym,colonel,commander,general,lieutenant,military officer,0.4456,7,15
green,wordnet_common_hypernym,bayonet,pistol,revolver,shotgun,weapon,0.5329,8,40
green,wordnet_common_hypernym,gourd,pepper,soybean,squash,vine,0.2711,8,13
green,wordnet_common_hypernym,acrylic,latex,oil,watercolor,coating,0.3125,6,17
green,wordnet_common_hypernym,brigadier,colonel,general,marshal,military officer,0.3117,7,15
green,wordnet_common_hypernym,bazaar,canteen,drugstore,pharmacy,shop,0.2996,9,11
green,wordnet_common_hypernym,coffee,filbert,grain,oilseed,seed,0.2941,9,18
green,wordnet_common_hypernym,bandstand,dock,rostrum,wharf,horizontal surface,0.3186,6,29
green,wordnet_common_hypernym,carbine,handgun,lance,rifle,weapon,0.4058,8,40
green,wordnet_common_hypernym,coffeepot,kettle,mixer,pottery,utensil,0.2869,7,14
green,wordnet_common_hypernym,jaw,paunch,teeth,tooth,animal tissue,0.4206,6,59
green,wordnet_common_hypernym,avocado,empire,grape,pineapple,edible fruit,0.3111,6,22
green,wordnet_common_hypernym,mink,overcoat,raincoat,topcoat,coat,0.3500,9,9
green,wordnet_common_hypernym,booklet,brochure,guidebook,printing,publication,0.4331,8,56
green,wordnet_common_hypernym,chisel,cutter,rake,wrench,tool,0.2730,7,50
green,wordnet_common_hypernym,canteen,gallery,library,schoolroom,room,0.2774,7,69
green,wordnet_common_hypernym,cabbage,marrow,potato,sorrel,vegetable,0.3821,6,26
green,wordnet_common_hypernym,bypass,highway,parkway,track,road,0.2953,6,25
green,wordnet_common_hypernym,bar,barricade,railing,roadblock,barrier,0.2721,7,29
green,wordnet_common_hypernym,bloodhound,collie,husky,queen,domestic animal,0.3206,7,15
green,wordnet_common_hypernym,circle,corner,crossroad,intersection,junction,0.3163,6,8
green,wordnet_common_hypernym,abstraction,engraving,painting,picture,graphic art,0.3049,7,15
green,wordnet_common_hypernym,colonel,lieutenant,sergeant,skipper,military officer,0.4373,7,15
green,wordnet_common_hypernym,anterior,epiphysis,nasal,shin,bone,0.3446,8,23
green,wordnet_common_hypernym,gravy,paste,sauce,spread,condiment,0.2763,8,14
green,wordnet_common_hypernym,brigadier,captain,commander,skipper,commissioned officer,0.4055,8,11
green,wordnet_common_hypernym,blade,musket,pistol,spear,weapon,0.3483,8,40
green,wordnet_common_hypernym,analyst,orthodontist,psychiatrist,veterinarian,medical practitioner,0.2839,7,20
green,wordnet_common_hypernym,interferometer,manometer,measure,thermocouple,measuring instrument,0.3410,8,31
green,wordnet_common_hypernym,orthodontist,quack,veterinarian,veterinary,medical practitioner,0.3584,7,20
green,wordnet_common_hypernym,convent,hall,manor,monastery,house,0.3992,7,14
green,wordnet_common_hypernym,kettle,samovar,saucepan,skillet,cooking utensil,0.4013,9,9
green,wordnet_common_hypernym,pan,porcelain,pottery,samovar,utensil,0.3349,7,14
green,wordnet_common_hypernym,gage,manometer,micrometer,wristwatch,measuring instrument,0.3166,8,31
green,wordnet_common_hypernym,belch,blinking,shiver,yawn,reflex,0.2926,6,19
green,wordnet_common_hypernym,accelerometer,calorimeter,gage,measure,measuring instrument,0.2930,8,31
green,wordnet_common_hypernym,alto,baritone,coloratura,minstrel,singer,0.4074,7,13
green,wordnet_common_hypernym,autoloader,blade,carbine,handgun,weapon,0.3356,8,40
green,wordnet_common_hypernym,cabin,cottage,house,monastery,dwelling,0.4044,7,16
green,wordnet_common_hypernym,ballroom,galley,library,stateroom,room,0.2832,7,69
green,wordnet_common_hypernym,computer,machinery,notebook,typewriter,machine,0.2960,7,45
green,wordnet_common_hypernym,bridesmaid,companion,courtier,squire,attendant,0.2703,6,16
green,wordnet_common_hypernym,biceps,calf,lat,pectoralis,skeletal muscle,0.3407,8,9
green,wordnet_common_hypernym,boiler,pan,porcelain,skillet,utensil,0.2789,7,14
green,wordnet_common_hypernym,cabana,loft,shanty,tent,shelter,0.2980,6,14
green,wordnet_common_hypernym,dentist,nurse,specialist,surgeon,health professional,0.4043,6,25
green,wordnet_common_hypernym,banana,delicious,orange,pineapple,edible fruit,0.3694,6,22
green,wordnet_common_hypernym,arrow,cannon,gun,revolver,weapon,0.3968,8,40
green,wordnet_common_hypernym,chancellor,director,minister,president,administrator,0.3702,6,9
green,wordnet_common_hypernym,hack,hatchet,spade,wrench,tool,0.2843,7,50
green,wordnet_common_hypernym,carving,print,sculpture,watercolor,art,0.2912,6,37
green,wordnet_common_hypernym,flannel,jacket,mink,poncho,garment,0.3597,7,69
green,wordnet_common_hypernym,cabin,castle,convent,villa,dwelling,0.3755,7,16
green,wordnet_common_hypernym,coil,panel,rectifier,transformer,electrical device,0.2937,7,53
green,wordnet_common_hypernym,boatswain,captain,officer,skipper,sailor,0.3455,6,12
green,wordnet_common_hypernym,baby,colt,lamb,puppy,young mammal,0.3269,8,12
green,wordnet_common_hypernym,baby,chick,colt,pup,young,0.3712,7,16
green,wordnet_common_hypernym,blade,comb,razor,shovel,tool,0.3160,7,50
green,wordnet_common_hypernym,coach,head,principal,teacher,educator,0.3467,6,19
green,wordnet_common_hypernym,instructor,lecturer,missionary,schoolmaster,educator,0.3026,6,19
green,wordnet_common_hypernym,catalog,directory,leaflet,reprint,publication,0.2850,8,56
green,wordnet_common_hypernym,house,mansion,monastery,shrine,building,0.4113,6,69
green,wordnet_common_hypernym,bone,posterior,submucosa,tusk,connective tissue,0.3376,7,32
green,wordnet_common_hypernym,bean,legume,potato,squash,vine,0.4098,8,13
green,wordnet_common_hypernym,bass,guitarist,pianist,tenor,musician,0.4759,6,24
green,wordnet_common_hypernym,bone,chop,fang,teeth,connective tissue,0.2924,7,32
green,wordnet_common_hypernym,grape,marrow,pea,potato,vine,0.3775,8,13
green,wordnet_common_hypernym,baritone,bell,brass,horn,musical instrument,0.2975,7,27
green,wordnet_common_hypernym,burr,chisel,lance,razor,cutting implement,0.3048,8,14
green,wordnet_common_hypernym,arch,girdle,heel,hip,skeletal structure,0.3302,6,9
green,wordnet_common_hypernym,cable,telephone,television,video,medium,0.3402,6,23
green,wordnet_common_hypernym,classroom,divan,galley,lavatory,room,0.3336,7,69
green,wordnet_common_hypernym,harem,mansion,studio,villa,housing,0.3447,6,34
green,wordnet_common_hypernym,coil,saucer,transducer,wiring,electrical device,0.2779,7,53
green,wordnet_common_hypernym,beard,curl,mustache,pelt,body covering,0.2819,6,40
green,wordnet_common_hypernym,baker,butcher,peddler,pusher,merchant,0.3552,6,15
green,wordnet_common_hypernym,icebox,microwave,refrigerator,vacuum,home appliance,0.3539,9,12
green,wordnet_common_hypernym,fin,finger,thigh,thumb,extremity,0.3775,6,17
green,wordnet_common_hypernym,committeewoman,regent,sister,trustee,member,0.2897,6,12
green,wordnet_common_hypernym,glossary,guidebook,pamphlet,text,book,0.3498,9,26
green,wordnet_common_hypernym,bass,fiddle,trumpet,whistle,musical instrument,0.3202,7,27
green,wordnet_common_hypernym,baby,foal,hog,kitten,young mammal,0.3303,8,12
green,wordnet_common_hypernym,carport,garage,inn,theater,building,0.2987,6,69
green,wordnet_common_hypernym,aide,brigadier,colonel,lieutenant,military officer,0.4806,7,15
green,wordnet_common_hypernym,cowman,laborer,porter,sourdough,workman,0.2793,6,26
green,wordnet_common_hypernym,canvas,engraving,mosaic,picture,art,0.3160,6,37
green,wordnet_common_hypernym,bouffant,fuzz,mustache,wool,hair,0.2835,7,26
green,wordnet_common_hypernym,dictionary,lexicon,manual,reference,book,0.2918,9,26
green,wordnet_common_hypernym,battery,rectifier,resistor,speaker,electrical device,0.2787,7,53
green,wordnet_common_hypernym,batter,fielder,hitter,lefthander,ballplayer,0.4878,6,16
green,wordnet_common_hypernym,baker,dealer,pusher,vendor,merchant,0.2791,6,15
green,wordnet_common_hypernym,deputy,organizer,president,promoter,representative,0.2771,6,26
green,wordnet_common_hypernym,automobile,coupe,electric,taxi,motor vehicle,0.2710,9,26
green,wordnet_common_hypernym,beard,bouffant,fringe,mustache,hair,0.3605,7,26
green,wordnet_common_hypernym,burr,knife,razor,shovel,tool,0.2820,7,50
green,wordnet_common_hypernym,cityscape,fresco,illumination,watercolor,painting,0.2714,8,9
green,wordnet_common_hypernym,deck,dock,pad,wharf,platform,0.3475,7,22
green,wordnet_common_hypernym,grapefruit,peach,pineapple,windfall,edible fruit,0.3133,6,22
green,wordnet_common_hypernym,dog,puppy,toy,watchdog,domestic animal,0.3009,7,15
green,wordnet_common_hypernym,borough,country,municipality,township,administrative district,0.3994,6,47
green,wordnet_common_hypernym,abdominal,calf,lat,pectoralis,muscle,0.3498,7,10
green,wordnet_common_hypernym,cooler,oven,stove,washer,home appliance,0.4044,9,12
green,wordnet_common_hypernym,fang,rib,skull,tusk,bone,0.3844,8,23
green,wordnet_common_hypernym,archbishop,deacon,diocesan,vicar,clergyman,0.4780,6,26
green,wordnet_common_hypernym,dock,pier,stage,wharf,platform,0.3965,7,22
green,wordnet_common_hypernym,bar,pistol,revolver,rod,gun,0.3139,9,16
green,wordnet_common_hypernym,iron,microwave,oven,refrigerator,home appliance,0.3484,9,12
green,wordnet_common_hypernym,cabana,oasis,refuge,tent,shelter,0.2757,6,14
green,wordnet_common_hypernym,laborer,porter,shepherd,wrangler,workman,0.2814,6,26
green,wordnet_common_hypernym,fender,grate,matting,transom,supporting structure,0.3037,6,44
green,wordnet_common_hypernym,catechism,guidebook,leaflet,manual,book,0.3003,9,26
green,wordnet_common_hypernym,canvas,fresco,miniature,watercolor,painting,0.3254,8,9
green,wordnet_common_hypernym,cathedral,church,palace,residence,building,0.3873,6,69
green,wordnet_common_hypernym,barn,canteen,convent,shrine,building,0.2758,6,69
green,wordnet_common_hypernym,hose,main,piping,sewer,tube,0.2732,8,21
green,wordnet_common_hypernym,analyst,psychiatrist,specialist,veterinarian,doctor,0.2761,8,16
green,wordnet_common_hypernym,cattleman,cowboy,peasant,woman,laborer,0.2705,7,21
green,wordnet_common_hypernym,baritone,drummer,guitarist,pianist,musician,0.5865,6,24
green,wordnet_common_hypernym,pawnshop,pharmacy,salon,stall,shop,0.2788,9,11
green,wordnet_common_hypernym,coffeepot,crackle,porcelain,pottery,utensil,0.3310,7,14
green,wordnet_common_hypernym,chemist,pathologist,physician,resident,health professional,0.3119,6,25
green,wordnet_common_hypernym,bobby,cop,detective,pig,policeman,0.3030,7,12
green,wordnet_common_hypernym,cabana,dugout,hut,tent,shelter,0.2815,6,14
green,wordnet_common_hypernym,convent,court,farmhouse,palace,house,0.2844,7,14
green,wordnet_common_hypernym,banister,door,fender,gate,barrier,0.3096,7,29
green,wordnet_common_hypernym,bandstand,dais,pier,pulpit,platform,0.3248,7,22
green,wordnet_common_hypernym,chilly,fennel,onion,spinach,vegetable,0.3497,6,26
green,wordnet_common_hypernym,campsite,meadow,monument,prairie,tract,0.3283,6,63
green,wordnet_common_hypernym,archbishop,chaplain,usher,vicar,clergyman,0.2962,6,26
green,wordnet_common_hypernym,coconut,peanut,soybean,walnut,seed,0.3662,9,18
green,wordnet_common_hypernym,beard,buff,fur,stubble,body covering,0.3237,6,40
green,wordnet_common_hypernym,addict,fan,fanatic,freak,enthusiast,0.3614,6,6
green,wordnet_common_hypernym,coach,head,instructor,lecturer,educator,0.3188,6,19
green,wordnet_common_hypernym,almond,coffee,grain,nut,seed,0.2811,9,18
green,wordnet_common_hypernym,carrot,cayenne,mustard,tomato,vegetable,0.3473,6,26
green,wordnet_common_hypernym,corn,filbert,legume,olive,fruit,0.3744,8,49
green,wordnet_common_hypernym,duffel,envelope,pouch,purse,bag,0.3751,7,9
green,wordnet_common_hypernym,flush,shiver,tremble,wink,reflex,0.2802,6,19
green,wordnet_common_hypernym,fielder,lefthander,slugger,southpaw,ballplayer,0.5140,6,16
green,wordnet_common_hypernym,barbecue,buffet,feast,lunch,meal,0.4793,6,16
green,wordnet_common_hypernym,beard,fuzz,mane,toothbrush,hair,0.3023,7,26
green,wordnet_common_hypernym,marine,redcoat,rifleman,soldier,enlisted person,0.3459,7,14
green,wordnet_common_hypernym,bloodhound,collie,husky,toy,dog,0.3099,8,11
green,wordnet_common_hypernym,buffet,lunch,refreshment,tea,meal,0.3940,6,16
green,wordnet_common_hypernym,captain,policeman,sheriff,warden,lawman,0.3103,6,22
green,wordnet_common_hypernym,baritone,coloratura,singer,soloist,musician,0.4266,6,24
green,wordnet_common_hypernym,capillary,coil,hose,piping,tube,0.4047,8,21
green,wordnet_common_hypernym,bloodhound,collie,dog,toy,domestic animal,0.3907,7,15
green,wordnet_common_hypernym,analyst,doctor,nurse,orthodontist,health professional,0.3005,6,25
green,wordnet_common_hypernym,boulevard,freeway,interstate,track,road,0.3156,6,25
green,wordnet_common_hypernym,gulp,shake,shiver,shock,reflex,0.2922,6,19
green,wordnet_common_hypernym,banister,fence,hurdle,wall,barrier,0.3173,7,29
green,wordnet_common_hypernym,crackle,porcelain,saucepan,skillet,utensil,0.3377,7,14
green,wordnet_common_hypernym,battery,plug,resistor,wiring,electrical device,0.2848,7,53
green,wordnet_common_hypernym,coach,governess,instructor,schoolmaster,educator,0.2888,6,19
green,wordnet_common_hypernym,belly,mucosa,nasal,nerve,animal tissue,0.2707,6,59
green,wordnet_common_hypernym,ear,nose,nozzle,rostrum,sense organ,0.2774,6,6
green,wordnet_common_hypernym,claw,finger,limb,thumb,extremity,0.3021,6,17
green,wordnet_common_hypernym,cowboy,cowhand,cowman,shepherd,hired hand,0.3720,8,10
green,wordnet_common_hypernym,brochure,guidebook,itinerary,reader,book,0.2937,9,26
green,wordnet_common_hypernym,algae,bacteria,germ,vector,microorganism,0.4047,6,11
green,wordnet_common_hypernym,bone,hammer,shin,tendon,connective tissue,0.3277,7,32
green,wordnet_common_hypernym,gun,handgun,missile,pistol,weapon,0.5142,8,40
green,wordnet_common_hypernym,cape,gown,hose,robe,garment,0.3670,7,69
green,wordnet_common_hypernym,filbert,peanut,rye,soybean,seed,0.3418,9,18
green,wordnet_common_hypernym,claw,fin,leg,thigh,extremity,0.3095,6,17
